sample_id,rep_id,total,alt,tissue,individual_id,sample_id_rep,study
GTEX-SUCS-1926-SM-32PM3,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-SUCS-1926-SM-32PM3.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-SUCS-1926-SM-32PM3.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-SUCS,GTEX-SUCS-1926-SM-32PM3.1,GTEx_Blended_Tissue_Training
GTEX-T2IS-0226-SM-32QPH,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T2IS-0226-SM-32QPH.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T2IS-0226-SM-32QPH.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-T2IS,GTEX-T2IS-0226-SM-32QPH.1,GTEx_Blended_Tissue_Training
GTEX-T2YK-2226-SM-32QPT,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T2YK-2226-SM-32QPT.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T2YK-2226-SM-32QPT.1.bamcount_nonref.csv.zst,Breast_Mammary_Tissue,GTEX-T2YK,GTEX-T2YK-2226-SM-32QPT.1,GTEx_Blended_Tissue_Training
GTEX-T5JC-0011-R6A-SM-D3L87,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T5JC-0011-R6A-SM-D3L87.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T5JC-0011-R6A-SM-D3L87.1.bamcount_nonref.csv.zst,Brain_Nucleus_accumbens,GTEX-T5JC,GTEX-T5JC-0011-R6A-SM-D3L87.1,GTEx_Blended_Tissue_Training
GTEX-T5JW-0126-SM-4DM6K,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T5JW-0126-SM-4DM6K.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T5JW-0126-SM-4DM6K.1.bamcount_nonref.csv.zst,Spleen,GTEX-T5JW,GTEX-T5JW-0126-SM-4DM6K.1,GTEx_Blended_Tissue_Training
GTEX-T6MO-0006-SM-32QOU,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T6MO-0006-SM-32QOU.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T6MO-0006-SM-32QOU.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-T6MO,GTEX-T6MO-0006-SM-32QOU.1,GTEx_Blended_Tissue_Training
GTEX-T8EM-1826-SM-4DM7F,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-T8EM-1826-SM-4DM7F.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-T8EM-1826-SM-4DM7F.1.bamcount_nonref.csv.zst,Prostate,GTEX-T8EM,GTEX-T8EM-1826-SM-4DM7F.1,GTEx_Blended_Tissue_Training
GTEX-TKQ1-0926-SM-4DXU2,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-TKQ1-0926-SM-4DXU2.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-TKQ1-0926-SM-4DXU2.1.bamcount_nonref.csv.zst,Testis,GTEX-TKQ1,GTEX-TKQ1-0926-SM-4DXU2.1,GTEx_Blended_Tissue_Training
GTEX-TML8-1426-SM-4DXUT,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-TML8-1426-SM-4DXUT.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-TML8-1426-SM-4DXUT.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-TML8,GTEX-TML8-1426-SM-4DXUT.1,GTEx_Blended_Tissue_Training
GTEX-TMMY-0926-SM-33HBG,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-TMMY-0926-SM-33HBG.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-TMMY-0926-SM-33HBG.1.bamcount_nonref.csv.zst,Lung,GTEX-TMMY,GTEX-TMMY-0926-SM-33HBG.1,GTEx_Blended_Tissue_Training
GTEX-TMZS-0008-SM-47JWM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-TMZS-0008-SM-47JWM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-TMZS-0008-SM-47JWM.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-TMZS,GTEX-TMZS-0008-SM-47JWM.1,GTEx_Blended_Tissue_Training
GTEX-U3ZG-0008-SM-47JWL,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U3ZG-0008-SM-47JWL.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U3ZG-0008-SM-47JWL.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-U3ZG,GTEX-U3ZG-0008-SM-47JWL.1,GTEx_Blended_Tissue_Training
GTEX-U3ZH-2026-SM-3DB78,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U3ZH-2026-SM-3DB78.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U3ZH-2026-SM-3DB78.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-U3ZH,GTEX-U3ZH-2026-SM-3DB78.1,GTEx_Blended_Tissue_Training
GTEX-U3ZM-1126-SM-4DXUB,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U3ZM-1126-SM-4DXUB.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U3ZM-1126-SM-4DXUB.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-U3ZM,GTEX-U3ZM-1126-SM-4DXUB.1,GTEx_Blended_Tissue_Training
GTEX-U3ZN-0426-SM-4DXSH,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U3ZN-0426-SM-4DXSH.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U3ZN-0426-SM-4DXSH.1.bamcount_nonref.csv.zst,Artery_Coronary,GTEX-U3ZN,GTEX-U3ZN-0426-SM-4DXSH.1,GTEx_Blended_Tissue_Training
GTEX-U412-0326-SM-5BC7E,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U412-0326-SM-5BC7E.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U412-0326-SM-5BC7E.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-U412,GTEX-U412-0326-SM-5BC7E.1,GTEx_Blended_Tissue_Training
GTEX-U4B1-1826-SM-4DXSU,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U4B1-1826-SM-4DXSU.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U4B1-1826-SM-4DXSU.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-U4B1,GTEX-U4B1-1826-SM-4DXSU.1,GTEx_Blended_Tissue_Training
GTEX-U8T8-0008-SM-4DXSP,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U8T8-0008-SM-4DXSP.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U8T8-0008-SM-4DXSP.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-U8T8,GTEX-U8T8-0008-SM-4DXSP.1,GTEx_Blended_Tissue_Training
GTEX-U8XE-0008-SM-4E3K4,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-U8XE-0008-SM-4E3K4.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-U8XE-0008-SM-4E3K4.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-U8XE,GTEX-U8XE-0008-SM-4E3K4.1,GTEx_Blended_Tissue_Training
GTEX-UJHI-1526-SM-3DB99,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-UJHI-1526-SM-3DB99.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-UJHI-1526-SM-3DB99.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-UJHI,GTEX-UJHI-1526-SM-3DB99.1,GTEx_Blended_Tissue_Training
GTEX-UJMC-0926-SM-4IHLK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-UJMC-0926-SM-4IHLK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-UJMC-0926-SM-4IHLK.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-UJMC,GTEX-UJMC-0926-SM-4IHLK.1,GTEx_Blended_Tissue_Training
GTEX-UPJH-0226-SM-3GADV,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-UPJH-0226-SM-3GADV.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-UPJH-0226-SM-3GADV.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-UPJH,GTEX-UPJH-0226-SM-3GADV.1,GTEx_Blended_Tissue_Training
GTEX-UPK5-1426-SM-4JBHH,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-UPK5-1426-SM-4JBHH.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-UPK5-1426-SM-4JBHH.1.bamcount_nonref.csv.zst,Liver,GTEX-UPK5,GTEX-UPK5-1426-SM-4JBHH.1,GTEx_Blended_Tissue_Training
GTEX-UTHO-2726-SM-4JBH9,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-UTHO-2726-SM-4JBH9.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-UTHO-2726-SM-4JBH9.1.bamcount_nonref.csv.zst,Prostate,GTEX-UTHO,GTEX-UTHO-2726-SM-4JBH9.1,GTEx_Blended_Tissue_Training
GTEX-V1D1-0006-SM-3NMCE,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-V1D1-0006-SM-3NMCE.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-V1D1-0006-SM-3NMCE.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-V1D1,GTEX-V1D1-0006-SM-3NMCE.1,GTEx_Blended_Tissue_Training
GTEX-V955-1726-SM-4JBHF,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-V955-1726-SM-4JBHF.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-V955-1726-SM-4JBHF.1.bamcount_nonref.csv.zst,Colon_Sigmoid,GTEX-V955,GTEX-V955-1726-SM-4JBHF.1,GTEx_Blended_Tissue_Training
GTEX-VJWN-0005-SM-3GIKF,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-VJWN-0005-SM-3GIKF.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-VJWN-0005-SM-3GIKF.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-VJWN,GTEX-VJWN-0005-SM-3GIKF.1,GTEx_Blended_Tissue_Training
GTEX-VJYA-0126-SM-4KL1P,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-VJYA-0126-SM-4KL1P.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-VJYA-0126-SM-4KL1P.1.bamcount_nonref.csv.zst,Spleen,GTEX-VJYA,GTEX-VJYA-0126-SM-4KL1P.1,GTEx_Blended_Tissue_Training
GTEX-VUSH-0008-SM-47JWK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-VUSH-0008-SM-47JWK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-VUSH-0008-SM-47JWK.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-VUSH,GTEX-VUSH-0008-SM-47JWK.1,GTEx_Blended_Tissue_Training
GTEX-W5X1-1426-SM-3GIKH,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-W5X1-1426-SM-3GIKH.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-W5X1-1426-SM-3GIKH.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-W5X1,GTEX-W5X1-1426-SM-3GIKH.1,GTEx_Blended_Tissue_Training
GTEX-WEY5-2026-SM-CYPRC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WEY5-2026-SM-CYPRC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WEY5-2026-SM-CYPRC.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-WEY5,GTEX-WEY5-2026-SM-CYPRC.1,GTEx_Blended_Tissue_Training
GTEX-WFG8-0826-SM-4LVN5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WFG8-0826-SM-4LVN5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WFG8-0826-SM-4LVN5.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-WFG8,GTEX-WFG8-0826-SM-4LVN5.1,GTEx_Blended_Tissue_Training
GTEX-WFJO-0826-SM-4LVM5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WFJO-0826-SM-4LVM5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WFJO-0826-SM-4LVM5.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-WFJO,GTEX-WFJO-0826-SM-4LVM5.1,GTEx_Blended_Tissue_Training
GTEX-WFON-0926-SM-4LVMK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WFON-0926-SM-4LVMK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WFON-0926-SM-4LVMK.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-WFON,GTEX-WFON-0926-SM-4LVMK.1,GTEx_Blended_Tissue_Training
GTEX-WH7G-0926-SM-4LVMJ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WH7G-0926-SM-4LVMJ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WH7G-0926-SM-4LVMJ.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-WH7G,GTEX-WH7G-0926-SM-4LVMJ.1,GTEx_Blended_Tissue_Training
GTEX-WHPG-1026-SM-3NMBA,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WHPG-1026-SM-3NMBA.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WHPG-1026-SM-3NMBA.1.bamcount_nonref.csv.zst,Heart_Atrial_Appendage,GTEX-WHPG,GTEX-WHPG-1026-SM-3NMBA.1,GTEx_Blended_Tissue_Training
GTEX-WHSB-0008-SM-4M1ZP,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WHSB-0008-SM-4M1ZP.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WHSB-0008-SM-4M1ZP.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-WHSB,GTEX-WHSB-0008-SM-4M1ZP.1,GTEx_Blended_Tissue_Training
GTEX-WHWD-0426-SM-3LK83,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WHWD-0426-SM-3LK83.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WHWD-0426-SM-3LK83.1.bamcount_nonref.csv.zst,Heart_Left_Ventricle,GTEX-WHWD,GTEX-WHWD-0426-SM-3LK83.1,GTEx_Blended_Tissue_Training
GTEX-WI4N-1826-SM-4OOSF,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WI4N-1826-SM-4OOSF.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WI4N-1826-SM-4OOSF.1.bamcount_nonref.csv.zst,Pancreas,GTEX-WI4N,GTEX-WI4N-1826-SM-4OOSF.1,GTEx_Blended_Tissue_Training
GTEX-WOFL-1226-SM-4OOST,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WOFL-1226-SM-4OOST.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WOFL-1226-SM-4OOST.1.bamcount_nonref.csv.zst,Heart_Atrial_Appendage,GTEX-WOFL,GTEX-WOFL-1226-SM-4OOST.1,GTEx_Blended_Tissue_Training
GTEX-WOFM-2026-SM-4OOSQ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WOFM-2026-SM-4OOSQ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WOFM-2026-SM-4OOSQ.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-WOFM,GTEX-WOFM-2026-SM-4OOSQ.1,GTEx_Blended_Tissue_Training
GTEX-WQUQ-1826-SM-4OOSD,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WQUQ-1826-SM-4OOSD.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WQUQ-1826-SM-4OOSD.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-WQUQ,GTEX-WQUQ-1826-SM-4OOSD.1,GTEx_Blended_Tissue_Training
GTEX-WRHK-0826-SM-3MJFG,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WRHK-0826-SM-3MJFG.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WRHK-0826-SM-3MJFG.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-WRHK,GTEX-WRHK-0826-SM-3MJFG.1,GTEx_Blended_Tissue_Training
GTEX-WRHU-0326-SM-3MJFY,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WRHU-0326-SM-3MJFY.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WRHU-0326-SM-3MJFY.1.bamcount_nonref.csv.zst,Breast_Mammary_Tissue,GTEX-WRHU,GTEX-WRHU-0326-SM-3MJFY.1,GTEx_Blended_Tissue_Training
GTEX-WVLH-2926-SM-3MJG5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WVLH-2926-SM-3MJG5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WVLH-2926-SM-3MJG5.1.bamcount_nonref.csv.zst,Brain_Cerebellum,GTEX-WVLH,GTEX-WVLH-2926-SM-3MJG5.1,GTEx_Blended_Tissue_Training
GTEX-WWTW-1326-SM-4MVNT,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WWTW-1326-SM-4MVNT.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WWTW-1326-SM-4MVNT.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-WWTW,GTEX-WWTW-1326-SM-4MVNT.1,GTEx_Blended_Tissue_Training
GTEX-WWYW-0011-R5A-SM-3NB3E,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WWYW-0011-R5A-SM-3NB3E.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WWYW-0011-R5A-SM-3NB3E.1.bamcount_nonref.csv.zst,Brain_Caudate,GTEX-WWYW,GTEX-WWYW-0011-R5A-SM-3NB3E.1,GTEx_Blended_Tissue_Training
GTEX-WXYG-2526-SM-3NB3F,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WXYG-2526-SM-3NB3F.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WXYG-2526-SM-3NB3F.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-WXYG,GTEX-WXYG-2526-SM-3NB3F.1,GTEx_Blended_Tissue_Training
GTEX-WYJK-0008-SM-4ONDV,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WYJK-0008-SM-4ONDV.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WYJK-0008-SM-4ONDV.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-WYJK,GTEX-WYJK-0008-SM-4ONDV.1,GTEx_Blended_Tissue_Training
GTEX-WYVS-1626-SM-3NM9R,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WYVS-1626-SM-3NM9R.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WYVS-1626-SM-3NM9R.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-WYVS,GTEX-WYVS-1626-SM-3NM9R.1,GTEx_Blended_Tissue_Training
GTEX-WZTO-0426-SM-3NM99,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-WZTO-0426-SM-3NM99.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-WZTO-0426-SM-3NM99.1.bamcount_nonref.csv.zst,Lung,GTEX-WZTO,GTEX-WZTO-0426-SM-3NM99.1,GTEx_Blended_Tissue_Training
GTEX-X15G-0426-SM-4PQZ6,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X15G-0426-SM-4PQZ6.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X15G-0426-SM-4PQZ6.1.bamcount_nonref.csv.zst,Heart_Left_Ventricle,GTEX-X15G,GTEX-X15G-0426-SM-4PQZ6.1,GTEx_Blended_Tissue_Training
GTEX-X261-3126-SM-4PQZC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X261-3126-SM-4PQZC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X261-3126-SM-4PQZC.1.bamcount_nonref.csv.zst,Brain_Cerebellum,GTEX-X261,GTEX-X261-3126-SM-4PQZC.1,GTEx_Blended_Tissue_Training
GTEX-X3Y1-1726-SM-4PQZL,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X3Y1-1726-SM-4PQZL.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X3Y1-1726-SM-4PQZL.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-X3Y1,GTEX-X3Y1-1726-SM-4PQZL.1,GTEx_Blended_Tissue_Training
GTEX-X4EO-0126-SM-3P5YN,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X4EO-0126-SM-3P5YN.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X4EO-0126-SM-3P5YN.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-X4EO,GTEX-X4EO-0126-SM-3P5YN.1,GTEx_Blended_Tissue_Training
GTEX-X4EP-0326-SM-3P5Z6,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X4EP-0326-SM-3P5Z6.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X4EP-0326-SM-3P5Z6.1.bamcount_nonref.csv.zst,Heart_Atrial_Appendage,GTEX-X4EP,GTEX-X4EP-0326-SM-3P5Z6.1,GTEx_Blended_Tissue_Training
GTEX-X4LF-0226-SM-4QAS8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X4LF-0226-SM-4QAS8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X4LF-0226-SM-4QAS8.1.bamcount_nonref.csv.zst,Spleen,GTEX-X4LF,GTEX-X4LF-0226-SM-4QAS8.1,GTEx_Blended_Tissue_Training
GTEX-X4XY-0526-SM-46MW1,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X4XY-0526-SM-46MW1.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X4XY-0526-SM-46MW1.1.bamcount_nonref.csv.zst,Artery_Tibial,GTEX-X4XY,GTEX-X4XY-0526-SM-46MW1.1,GTEx_Blended_Tissue_Training
GTEX-X585-0011-R5A-SM-46MVI,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X585-0011-R5A-SM-46MVI.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X585-0011-R5A-SM-46MVI.1.bamcount_nonref.csv.zst,Brain_Caudate,GTEX-X585,GTEX-X585-0011-R5A-SM-46MVI.1,GTEx_Blended_Tissue_Training
GTEX-X5EB-0326-SM-4QASF,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X5EB-0326-SM-4QASF.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X5EB-0326-SM-4QASF.1.bamcount_nonref.csv.zst,Artery_Coronary,GTEX-X5EB,GTEX-X5EB-0326-SM-4QASF.1,GTEx_Blended_Tissue_Training
GTEX-X88G-0126-SM-47JZ3,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-X88G-0126-SM-47JZ3.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-X88G-0126-SM-47JZ3.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-X88G,GTEX-X88G-0126-SM-47JZ3.1,GTEx_Blended_Tissue_Training
